,AuthorName,Comment
1812,WhyFay,"*Katy Perry* starring too 1:57





Dark horse"
1813,WhyFay,Thor and valkyrie together *AGAIN*
1814,Jubayer Ahmed,"Now you have to cast Thor in MIB.
MIB is the most bullshit movie I have ever seen!"
1815,Nadz Amilasan,Basically the revengers in another dimension. Multiverse confirmed.
1816,RAIN REDDE,Is this Thor part 4?
1817,Vincent Genesis,Thor & Valkyrie went on a mission to find Noobmaster69
1818,Ravirajsinh Barad,No WILL SMITH no MIB..
1819,Bev Choy,And in another universe...
1820,Tom the Vegan Cat,I saw chris yesterday and he is fat!. Wtf?
1821,Zero Cool,Hope i see agent K and J somewhere in the film. Even if its after credits
1822,Jefferson Cabral,Wtf
1823,yijun21,Slightly confused rn HAHA
1824,LUST,Why he don't use Stormbreaker :(
1825,Shah Rizal,"Thor: MIB or MARVEL. 
Valkrie: Both. 
Thor: ""I like dis one"""
1826,galogalgoalgaibalaoab,"@Jynn Choo actually forget that, AGENTS IN BLACK is better"
1827,galogalgoalgaibalaoab,@Jynn Choo No hate but MEN IN BLACK sounds cooler
1828,Basil Benny,Thor....
1829,purple avocado with mayo,This girl... I like her... ANOTHER!
1830,alice,"I mean, of course valkyrie would choose both. she's bi after all"
1831,Zynx,man mib is for will smith
1832,NATURE 93,Asgardians !
1833,srikanth neerudu,WTF Thor In Black?
1834,Troy Wicaksono,"Asgardians of the Galaxy, in Black."
1835,Porn Star,Mr Thor how do u lose weight
1836,Henry Khiangte,So this is where Thor went after endgame.
1837,Komal D'Souza,So now aliens will search for aliens😂😂
1838,allerlei00,is tessa's character supposed to be doing an american accent?
1839,Red Moon 96,How coincidental that Chris and Tessa are in another (non-Marvel) movie together lol
1840,Raivynn SomeRandomGuy15,This is where Thor was in the 5 year time skip before he was playing fortnite
1841,Jolie Chan,Was I the only one who waited for an end credits scene?
1842,Tennis Directioner,I miss the revengers
1843,linachan1 1,This movie could be perfect if Loki joined them too
1844,Harry Gerry,"Tom Hiddleston:Hello my fellow brother,you remember me?
Chris:Who the hell are you?"
1845,Rhys Auden,YES PLS I NEED THIS
1846,Samridhi Sharma,And he'll teach them how to dance and win against their enemies.
1847,Irwanda falaq,Lebowski
1848,eRrwinn Pattiasina,Thor n Valkyrie..MIB Angen Asgard.. 😂😂
1849,eliana5000,So... Asgard is everywhere.
1850,LaserBoy,Thor and Valkyrie?
1851,Cooky Jeon,"Thor and Valkyrie
Hahahahaha"
1852,super mario,Looks like they replaced cap marvel on the skrull thing on a alternate universe
1853,CatDarlingg,"This was one of the 14,000,605 possibilities Dr. Strange predicted"
1854,Marcus Young,I want some black dudes playing this movie. (I aint no racist y'all)
1855,BangtanDunk,was excited for the movie and super excited now bcs of thor and valkyrie 🥺
1856,Kobi Osama,Thor and Valkrie’s discover the earth 🌍
1857,Fikri Athal,noisy cricket pistol better than other weapon
1858,Copy Kat,Definitely on my watchlist
1859,3rdINFINITE,Im so glad he's still hot
1860,Amruth Tk,Valkyrie and Thor united😂
1861,Ka eL,Wait... If thor and Valkyrie are here then who will look after the asgardian?? Meek???
1862,Regina Sepriany,Thor was doing some diet :)
1863,Fam Poom,เอิ่มมม.......
1864,Evan Playz,Agent h - agent hemsworth
1865,MISTER GHZ,Thor n Valkyr alih profesi jd pemburu alien... Hhhhaa
1866,Paolo Rillera,I guess this is why Thor can't help Spider-Man
1867,sharmishtha sanyal,Umm... Revengers are back! But in different form
1868,Professor Cheesecake,Now Thor got his old body shape and.....his eye
1869,It's Prb,After Ragnarok ..
1870,Bahtiyar Firdaus,why asgardian is here?
1871,Danang Guswantoro,"After asgard been destroyed by surtur, now son of odin and the best valkrey turn into alien agent ? Really hahaha"
1872,Eyxara,I will definitely watch this
1873,Ashley Lercana,I want to read a fanfiction about agents of SHIELD and MEN IN BLACK: INTERNATIONAL
1874,ωKassie Subliminalω,Thor and Valkyrie
1875,Raju Bajracharya,"Thor in Black, where is Will Smith"
1876,SkullCrusher117,Halo fans be like: so thats what Mishak looks likes
1877,Danny Hernandez,You should be called the asgardians in Black
1878,B!6 tA5tY,Is that Prizmo?
1879,bagus rahardian,Asgard ??
1880,Jir,Will Smith and Tommy Lee Jones better make a cameo
1881,DARK WORLD,Incredible....####
1882,Basti Ramirez,"Yeah right thor's *_""off world""_*"
1883,AnARMYaccount ARMY,Bill Smith
1884,Alfan Kurniawan,"What the heck, thor and valkrye"
1885,Meggy Siruno,Thor and Valkyrie 😍
1886,Huda,I can't wait !
1887,TheGameKeeper94,"Ok, Im sure Sony didnt expect Endgame to end as it did. But its events just makes these casting choices funny. Then there's Spider Man FFA bringing the Multiverse in. MIB is a Marvel comic.

I cant help but look at the MIB films as their own Earth now, one where Thor & Valkyrie are MIB agents. 

It would be badass if Marvel uses the Multiverse as a way to not only get an MCU SpiderMan/Sony Venom crossover going, but to have crossovers between Marvel & every other Sony property. 

There's a Morbius film coming, a Blade/Morbius crossover would be sick. What if Sony brings back Andrew Garfield's Spider Man, but have SpiderGwen & Miles there, basically be a live-action SpiderVerse, and that has crossovers with MCU Spidey?

A SHIELD/MIB crossover, Will & Samuel together, would be crazy. If Disney bought Sony's film assets anytime soon, the Multiverse is the perfect way to avoid recasts.

Anyway, this will certainly be a fun film. But Will & Tommy better get a few scenes. If MIB is compromised, the film cant *NOT* have them around. At best, a post-credit scene with them would be alright."
1888,R. K.,Pls no more remakes
1889,Bharat Maurya,Chris can be next Bond😃
1890,Vriksh K,Kellan Lutz resembles Chris but funny that there is a gay porn star Adam Killian who resembles both.. Check that out..
1891,fuad bowo,Thor sekarang udah punya filem
1892,[N] Strange,"2:31 And that everyone, is how the Grand Canyon was formed."
1893,Linerangers Justicebrown,Retired from the avengers atleast thor is not fat here
1894,BEEM BEAMING,It is Thor and Valkyrie version Beagle
1895,kay pii,What did you do to get the shape again thor?
1896,Hussain Botad,THOR - Revengers in black
1897,Kaiwen F,Another one of these pc sequels...
1898,evanescent 09,After Endgame.. this is exactly what I need
1899,punchi_E,not even a SINGLE reference to J or K? really?
1900,samart wanitchakul,หนังน่าดูเหี้ยๆ!.....ยิ่งถ้าใครติดตามมาจาก 2 ภาคแรก ยิ่งอยากดู!.....1.เอฟเฟคดีกว่าแน่นอน 2.เนื้อเรื่องน่าสนใจที่ให้ผู้หญิงมาใส่สูตรดำ(เพราะ 2 ภาคแรก องค์กรนี่ไม่มีผู้หญิงทำงานเลย)
1901,al ravijn Balingit,looks all over the place... sounds like fun.
1902,Ramdan _a7x,Asgard ? LOL
1903,Matt D,man and girl in black: international
1904,V00gy3t,Asgardian agents
1905,Faie Paie,*BRING ME THANOS*
1906,mantas Adidas,"how many times they sayd ""BLACK"" in trailer? :D"
1907,A b e r z y _,1:51 oppressor mk2?
1908,Kevin Jefferson,Why there's wo-man in man in black?
1909,Mr.Worlwide Handsome,Men in black without Will Smith? :(((
1910,Neva Azzaria,Thor? Offworld
1911,Ray 832,Asgardians of the Galaxy
1912,Jerbois Inspo Page,Thor ragnorak 2
1913,Channel Ini,without will smith? is not Men in black
1914,DJ AREEB,"Time For ""Revengers To Assemble."""
1915,BK EDITZ,"The men & women in Black 

Perfectly balanced !"
1916,ony agnes,Why would thor and valkyrie wear suits?
1917,Fanna's Tale,Ohhh now I know why he's out of the world. Because he's now a normal person wearing black without his hammer.😂
1918,Same One,“We’ve never faced the threat of the hive” don’t worry Thor and Valkyrie will handle it
1919,Drunk Skull,"At least , he is not blobbing :v"
1920,Saloni Sharma,"""Are you a Queen?""
""Indeed she is"" 😂😂
Endgame spoiler right there!"
1921,Mr. Terraria,Oh I forgot this was a movie.........
1922,hyperventilating gay,2:01 *DID HIS EYES JUST GLOW*
1923,NodaDoesMusic,Damn Thor lost some weight.
1924,A J,Men and women in black 😂😂😂😂🤣🤣🤣🤣 stupid tagline
1925,Benevolent 7,Asgardians..
1926,Gouse Mahammad,Waiting goosebumps.. in 2k19
1927,Timothy Everson,"""Are you suggesting we try the most powerful weapon in the Galaxy just for fun?""
*pulls out the tesseract"
1928,stan pentagon,Tessa Thompson is a queen indeed❤
1929,Andrei SG,It was WAY cooler if the Asgardians of the Galaxy were here
1930,cray cray for tae tae,Okay...but where is will smith....☹
1931,Nava Kunkat,"This ain't Men in Black 
Its Asguardians in Black"
1932,Hai GHOUL,C A N T    W A I T
1933,DJ SxM,"Man & Woman In Black 
Sounds cool."
1934,ANJALI SHARMA,"I watched this video only for ''Thor''. Handsome, fantastic physic, so charming yaar..😍"
1935,N0MAD3 The Mad Lad,Who Knew Thor And Valkyrie Would Become Secret Ailien Hunter Agents
1936,Sayani Biswas,Thor snd valkyrie
1937,Dracxvil Gaming,Thor and Valkyrie got new jobs after defeating Thanos! Atleast Thor is back with his abs! 😂
1938,Rj Rebueno,Asguardians of the Galaxy leaked footage.
1939,Bismita Choudhury,"So, Thor and Valkyrie got new job 😂"
1940,Aamna Tabassum,So no one is gonna talk about how awesome this trailer is!!!!!!!
1941,Very Smart,This happens when thor retired from being an avengers he gets a new job as an mib agent😎
1942,Arick A4,No K No J
1943,Rajesh Acharya,Valkyrie & Thor..
1944,Pubg Official,Thor is now retired of Avengers
1945,BLACKFOX 13,In this movie he gonna find noobmaster69
1946,srinidhi marupeddi,"I really wish that they show Will Smith, at least once in the whole movie. Who else wishes this 🙋‍♂️🙋‍♂️"
1947,Audryan Pradipta,"Now i believe the multiverse theory that Marvel made. So maybe in another universe, thor & valkyrie are not ""thor"" and ""valkyrie"". Instead they are Men (And wahmen) in Black :D"
1948,"4,108,624, 018","if Thor and Valkyrie could be in a movie outside the MCU
then so does Tony and Cap"
1949,Abdullah Mewawala,thor please dont leave marvel
1950,Devan,June14 = that's international?
1951,Riddhi Mandal,I guess the Asgardians needed new jobs
1952,last day,"I don't like Thor and Valkyrie.
I like Thor and Jane, they look great."
1953,PASLON NO 2,Asgardian in Black.
1954,karlina nuraeni,Thor and valkyrie 😁
1955,Smiling Doggie,Wow thor and scrapper left asgard to fight aliens probably theyre afraid that  another thanos would be born
1956,CantanRecouls24,Thor and Valkyrie are stealing Wakanda technology for other multiverse.
1957,alim yuparham,Subs back
1958,Mokhammad Angga Tirtakusumah,"Yeah Hemsworth, this is Men and Woman in Black."
1959,Mei Jun,I kept thinkin if was it really the thor i know orrr..the his brother in real life
1960,R - JET,Creativity Level :1000000000000
1961,Aulia Kariman,"So basically, Ras Al'gul call Valkryie and Thor to replace Deadshot and Twoface?"
1962,Emerson Sanders,The revengers are going to band again 😃😎
1963,armemz,new asgard
1964,ioiiisj iisj,รอๆๆๆๆคับคนไทยรอยาวๆไป
1965,Om Hobby,they are Thor and Valkyrie in multiverse...all because thanos snap
1966,Alan Lyne,"Great to see Thor lost all that weight, you see, anyone can lose weight"
1967,Kaze Chan,British MIB confirmed
1968,Anja,And he listened to his beloved mother and ate salad. 💪❤
1969,a s d f c h i m,"its weird whenever i see her i always remember loki saying ""youre a valkyrie"""
1970,a s d f c h i m,OHMYGOD YES
1971,rakhi mondal,"What happened here
What do you think happened here
We got our asses kicked
LMFAO
This is gonna be a sick and comedy movie"
1972,Bonny Benacus,No one can beat will smith....
1973,Bonny Benacus,Looks like Thor and valkyrie was inspired by world secret agencies and created a secret agency in Asgard...
1974,ur mum,This is the alternate timeline of thor and valkyrie that rogers did cause of thw dance 😂
1975,Samir Wahid,"I'm a simple man.I saw thor in the thumbnail,I tapped."
1976,SOPIN X,"What are you doing, thor and valcrye?"
1977,Jelly Sso,Thor and Valkyrie!!! This tandem is cool and funny.
1978,MidoriKame,O GOSH THOR
1979,Pathetic Gamer,"'They can take the form of anyone', 'well that's new'
Iron man 3, terminate- sure.."
1980,Narisara Chomchin,What song
1981,joeyxo,MIB: Ragnarok
1982,The Great Hawk,Why didn't they call this _Man and Woman in Black_
1983,Heng Sama,He lets Asgard was destroyed to join another mission on Earth.
1984,Luke aw,Where is will Smith?
1985,The Gaming Era,Is that Thor and the new queen of Asgard?
1986,Victor Rooroh,"He should be Agent T, and she should be Agent V"
1987,rafdy prasetyo,what is this men in black ragnarok ?
1988,WEB 10,How is Thor not fat in Asgard? And why is the New Asgard so hi-tech?!
1989,Choupol Gaming,wilson smith😔 i hope your the main character
1990,FanOfTooManyFandoms,Loki is probably pissed at thor and valkyrie for leaving him out of their team XD
1991,Ninad Joshi,Still cannot be better than will smith and the old guy who smiles like this -_-
1992,INDIGO BLUEoO,"""Are you a queen?""
Yes :D"
1993,D Yaz,more secrets and advanced  than shield
1994,parman must,I Want Will Smith
1995,fierza yamuiz,"Thor Ragnarok was the funniest, I'm in 😂"
1996,Yokushen 31,Am I the only one who wished that it should HV been Thor n  Tom ( except the fact both r white bit still it would be awesome ! )
1997,Yokushen 31,Well Loki too would HV been there if it wasn't for thanks 😭😭😭
1998,Yokushen 31,So Thor and valkariye are the new men in Black 😂
1999,hans Tohamba,Asgardian
2000,hester pryne,Missing will smith
2001,Gideon one,"The Asgardian have a new job in earth, MIB"
2002,Zihadul Islam Musa,Thor: Ragnarok vol. 2
2003,The Pro Bro,Why is there a woman in Men in Black?? *Ohhhh yea Feminism*
2004,* ##*,I wonder what the other thor felt when he couldn't find his hammer which was taken by thor from the other thor.
2005,SIRIPONG KAMCHOMCHAO,สุดสอด ครับ
2006,Shubham Acharya,So now these two asguardian's have become agents in earth
2007,Aliz wel,Is this part of the MCU?
2008,2lame 4PUBG,Did you see loki ?!?!!!?!!
2009,Sahil RAJ Dwivedi,Where is will smith..... shocking 😬😬😬😬😬
2010,Dhdhdh Dhdh,"Thor
Valkyrie
and
.
.
.
.
.
.
.
Liam Nesson"
2011,Ichal Natsir,Thor and valkry
2012,Alexander Tan,"MIB-International

Where Gods become Agents"
2013,Gamora gal,Wow... Thor got a fast workout after the endgame.
2014,Nur Hamzah,Thor & Valkyrie
2015,Prasha Eriko,We need agent j....
2016,crazy 007,It's hard to imagine vthout will Smith no d Tomy Lee Jones😖😔😢
2017,Well gedhuwell behh,"Why nothing Will Smith ? 
Aarrgggghhh 😤"
2018,хачапури с мясом,"De qweeeeeen!!! This sounds stupid, but maybe it is reference to cnuckles meme?"
2019,Kyron kun,the duo is back b*tches
2020,Abigail Abby,The Hemsworth are 2&6#($-3+3_-aggtkabsyt 😍😍😍
